Id,FieldId,FieldPit,PitName,FieldRegion,RegionName,FieldBlendrec,BlendName,FieldPath,PathName,FieldBean,BeanName,FieldInvbean,InvBeanName,FieldHaul,FieldOre,FieldDumpfeed,FieldDumpcapy,FieldBinsize,FieldXloc,FieldYloc,FieldPathix,FieldTimedump,FieldZloc,FieldSignid,FieldUnit,Unit,FieldLoad,Load,FieldIstiedown,FieldStatus,Status,FieldLinestat,Linestat,FieldSpillage,FieldSignpost,FieldShoptype,Shoptype,FieldDumpqueue,FieldPctcapy,FieldBays,FieldNopenalty,FieldTimelast,FieldRadius,FieldGpstype,Gpstype,FieldReason
1436088,NDO-3535-17,1184488,DLB,1259288,MINA,-1,,3751220,,-1,,-1,,0,0,0,10000000000,0,97904,97877,124,60,3535.0,28,272,Nodo,90,Mineral,0,248,Operativo,248,Operativo,0,1,245,Otro,0,100,0,0,0,20,396,Punto Interm.,-1
1437788,NDO-3535-18,1184488,DLB,1259288,MINA,-1,,3754256,,-1,,-1,,0,0,0,10000000000,0,98184,98434,125,60,3520.0,65535,272,Nodo,90,Mineral,0,248,Operativo,248,Operativo,0,0,245,Otro,0,100,0,0,0,0,394,Desabilitado,-1
1439488,NDO-3535-19,1184488,DLB,1259288,MINA,-1,,3757292,,-1,,-1,,0,0,0,10000000000,0,98188,98371,126,60,3520.0,65535,272,Nodo,90,Mineral,0,248,Operativo,248,Operativo,0,0,245,Otro,0,100,0,0,0,0,394,Desabilitado,-1
1442888,NDO-3590-01,1184488,DLB,1259288,MINA,-1,,3769436,,-1,,-1,,0,0,0,10000000000,0,98626,97925,127,60,3590.0,92,272,Nodo,90,Mineral,0,248,Operativo,248,Operativo,0,0,245,Otro,0,100,0,0,0,35,396,Punto Interm.,-1
1444588,NDO-PRISMA 10,1184488,DLB,1259288,MINA,-1,,3490124,,-1,,-1,,0,0,0,10000000000,0,97240,97226,128,60,3177.0,65535,272,Nodo,90,Mineral,0,248,Operativo,248,Operativo,0,0,245,Otro,0,100,0,0,0,0,394,Desabilitado,-1
1446288,NDO-PRISMA 10.2,1184488,DLB,1259288,MINA,-1,,3493160,,-1,,-1,,0,0,0,10000000000,0,97324,97014,129,60,3163.5,65535,272,Nodo,90,Mineral,0,248,Operativo,248,Operativo,0,0,245,Otro,0,100,0,0,0,0,394,Desabilitado,-1
1447988,NDO-PRISMA 11,1184488,DLB,1259288,MINA,-1,,3496196,,-1,,-1,,0,0,0,10000000000,0,97184,97154,130,60,3148.0,65535,272,Nodo,90,Mineral,0,248,Operativo,248,Operativo,0,0,245,Otro,0,100,0,0,0,0,394,Desabilitado,-1
1449688,NDO-PRISMA 12,1184488,DLB,1259288,MINA,-1,,3839264,,-1,,-1,,0,0,0,10000000000,0,96803,97545,131,60,3285.0,65535,272,Nodo,90,Mineral,0,248,Operativo,248,Operativo,0,0,245,Otro,0,100,0,0,0,0,394,Desabilitado,-1
1451388,NDO-PRISMA 13,1184488,DLB,1259288,MINA,-1,,3499232,,-1,,-1,,0,0,0,10000000000,0,97029,96947,132,60,3128.2,917,272,Nodo,90,Mineral,0,248,Operativo,248,Operativo,0,0,245,Otro,0,100,0,0,0,38,396,Punto Interm.,-1
1453088,NDO-PRISMA 13.1,1184488,DLB,1259288,MINA,-1,,3502268,,-1,,-1,,0,0,0,10000000000,0,96965,97097,133,60,3115.0,65535,272,Nodo,90,Mineral,0,248,Operativo,248,Operativo,0,0,245,Otro,0,100,0,0,0,0,394,Desabilitado,-1
1454788,NDO-PRISMA 14,1184488,DLB,1259288,MINA,-1,,3505304,,-1,,-1,,0,0,0,10000000000,0,96860,97217,134,60,3098.0,65535,272,Nodo,90,Mineral,0,248,Operativo,248,Operativo,0,0,245,Otro,0,100,0,0,0,0,394,Desabilitado,-1
1456488,NDO-PRISMA 15,1184488,DLB,1259288,MINA,-1,,3508340,,-1,,-1,,0,0,0,10000000000,0,96766,96961,135,60,3076.6,2236,272,Nodo,90,Mineral,0,248,Operativo,248,Operativo,0,0,245,Otro,0,100,0,0,0,37,396,Punto Interm.,-1
1458188,NDO-PRISMA 3,1184488,DLB,1259288,MINA,-1,,3511376,,-1,,-1,,0,0,0,10000000000,0,97441,97529,136,60,3310.0,29,272,Nodo,90,Mineral,0,248,Operativo,248,Operativo,0,0,245,Otro,0,100,0,0,0,50,396,Punto Interm.,-1
1459888,NDO-PRISMA 4,1184488,DLB,1259288,MINA,-1,,3514412,,-1,,-1,,0,0,0,10000000000,0,97204,97644,137,60,3289.0,65535,272,Nodo,90,Mineral,0,248,Operativo,248,Operativo,0,0,245,Otro,0,100,0,0,0,0,394,Desabilitado,-1
1461588,NDO-PRISMA 5,1184488,DLB,1259288,MINA,-1,,3517448,,-1,,-1,,0,0,0,10000000000,0,97318,97496,138,60,3270.0,916,272,Nodo,90,Mineral,0,248,Operativo,248,Operativo,0,0,245,Otro,0,100,0,0,0,50,396,Punto Interm.,-1
1463288,NDO-PRISMA 7,1184488,DLB,1259288,MINA,-1,,3520484,,-1,,-1,,0,0,0,10000000000,0,97497,97138,139,60,3234.7,2023,272,Nodo,90,Mineral,0,248,Operativo,248,Operativo,0,0,245,Otro,0,100,0,0,0,50,396,Punto Interm.,-1
1464988,NDO-PRISMA 9,1184488,DLB,1259288,MINA,-1,,3523520,,-1,,-1,,0,0,0,10000000000,0,97163,97401,140,60,3195.3,65535,272,Nodo,90,Mineral,0,248,Operativo,248,Operativo,0,0,245,Otro,0,100,0,0,0,0,394,Desabilitado,-1
1466688,NDP_INF5_11,1184488,DLB,1213388,INFIERNILLO 5,-1,,3872660,,-1,,-1,,0,0,0,10000000000,0,100889,99733,141,60,3310.0,15,272,Nodo,90,Mineral,0,248,Operativo,248,Operativo,0,0,245,Otro,0,100,0,0,0,50,396,Punto Interm.,-1
1468388,PETROLERA SF,1184488,DLB,1259288,MINA,-1,,3550844,,-1,,-1,,0,0,0,10000000000,0,99619,98541,142,80,3609.0,1009,270,Taller,90,Mineral,0,248,Operativo,248,Operativo,0,1,243,Combustible,3,100,0,0,0,0,394,Desabilitado,-1
1470088,PLAT_REL_LUBRICENTRO,1184488,DLB,1259288,MINA,-1,,3584240,,-1,,-1,,0,0,0,10000000000,0,100253,100258,143,60,3518.0,69,271,Cambio Turno,90,Mineral,0,248,Operativo,248,Operativo,0,1,245,Otro,0,100,0,0,0,0,394,Desabilitado,-1
1471788,PLAT_REL_PRIM,1184488,DLB,1259288,MINA,-1,,3605492,,-1,,-1,,0,0,0,10000000000,0,100132,100175,144,60,3517.0,105,271,Cambio Turno,90,Mineral,0,248,Operativo,248,Operativo,0,1,245,Otro,0,100,0,0,0,0,394,Desabilitado,-1
1473488,PLAT_REL_SANFCO,1184488,DLB,1259288,MINA,-1,,3553880,,-1,,-1,,0,0,0,10000000000,0,99324,98366,145,60,3594.0,1,271,Cambio Turno,90,Mineral,1,248,Operativo,248,Operativo,0,1,245,Otro,0,100,0,0,0,0,394,Desabilitado,-1
1475188,PRIM,1184488,DLB,1259288,MINA,-1,,3556916,,47807420,D_PRIM,-1,,0,11934,8000,8000,0,100189,100199,146,67,3518.0,701,267,Chancador,112,Mineral Muy Baja Ley,0,248,Operativo,248,Operativo,0,1,245,Otro,2,100,1,0,0,0,394,Desabilitado,-1
1476888,PRIM DOS,1184488,DLB,1259288,MINA,-1,,3559952,,47801192,D_PRIM DOS,-1,,0,19584,10000,10000,0,100275,100025,147,61,3517.596,50,267,Chancador,112,Mineral Muy Baja Ley,0,248,Operativo,248,Operativo,0,1,245,Otro,2,100,1,0,0,0,394,Desabilitado,-1
1480288,ROMANA,1184488,DLB,1259288,MINA,-1,,-1,,-1,,-1,,0,0,0,10000000000,0,99175,98824,65535,60,3516.0,58,270,Taller,90,Mineral,0,247,Panne,247,Panne,0,1,242,Mantenimiento,0,100,0,0,0,0,394,Desabilitado,-1
1481988,ROTOND.CHOQ.SAN FRAC.,1184488,DLB,1259288,MINA,-1,,3572096,,-1,,-1,,0,0,0,10000000000,0,99318,98265,148,60,3605.0,65535,272,Nodo,90,Mineral,0,248,Operativo,248,Operativo,0,0,245,Otro,0,100,0,0,0,0,394,Desabilitado,-1
1483688,ROTOND.CHOQ.SAN FRAC.1,1184488,DLB,1259288,MINA,-1,,3575132,,-1,,-1,,0,0,0,10000000000,0,99377,98439,149,60,3587.0,65535,272,Nodo,90,Mineral,0,248,Operativo,248,Operativo,0,0,245,Otro,0,100,0,0,0,0,394,Desabilitado,-1
1485388,STK_3535_LIX-LIXIVIABLE,1184488,DLB,1259288,MINA,-1,,-1,,-1,,-1,,0,0,0,10000000000,0,98077,97368,65535,60,3500.0,65535,268,Stock,90,Mineral,0,247,Panne,247,Panne,0,0,245,Otro,0,100,0,0,0,0,394,Desabilitado,-1
1487088,STK_3600_000,1184488,DLB,1259288,MINA,-1,,3857480,,-1,,-1,,0,0,0,10000000000,0,98881,98135,150,60,3605.0,65535,268,Stock,90,Mineral,0,247,Panne,247,Panne,0,0,245,Otro,0,100,0,0,0,0,394,Desabilitado,-1
1488788,STK_3600_INCH,1184488,DLB,1259288,MINA,-1,,-1,,-1,,-1,,0,0,0,10000000000,0,101047,97757,65535,60,3000.0,65535,268,Stock,90,Mineral,0,247,Panne,247,Panne,0,0,245,Otro,0,100,0,0,0,0,394,Desabilitado,-1
1490488,STK_3600_PRIM,1184488,DLB,1259288,MINA,-1,,3845336,,48027156,D_STK_3600_PRIM,-1,,0,1836,0,10000000000,0,98909,97727,151,75,3600.0,65535,268,Stock,1010,Mineral Alto AS,0,248,Operativo,248,Operativo,0,1,245,Otro,0,100,0,0,0,0,394,Desabilitado,-1
1492188,STK_3600_SEC,1184488,DLB,1259288,MINA,-1,,3805868,,-1,,-1,,0,0,0,5000,0,98798,97996,152,89,3600.0,35,268,Stock,1129,Mineral Primario,0,247,Panne,247,Panne,0,1,245,Otro,0,100,0,0,0,0,394,Desabilitado,-1
1493888,STK_BOLONES_3600ML,1184488,DLB,1259288,MINA,-1,,3717824,,48062148,D_STK_BOLONES_3600M,-1,,0,306,0,10000000000,0,99114,97932,153,73,3640.0,30,268,Stock,96,Mineral Baja Ley,0,247,Panne,247,Panne,0,1,245,Otro,0,100,0,0,0,0,394,Desabilitado,-1
1495588,STK_CONTAMINADO_3600,1184488,DLB,1259288,MINA,-1,,3869624,,-1,,-1,,0,0,0,6000,0,98586,97687,154,66,3590.0,44,268,Stock,90,Mineral,0,247,Panne,247,Panne,0,1,245,Otro,0,100,0,0,0,0,394,Desabilitado,-1
1497288,STK_DON_DESCARTE,1184488,DLB,1259288,MINA,-1,,-1,,-1,,-1,,0,0,0,10000000000,0,99836,100577,65535,60,3550.0,65535,268,Stock,90,Mineral,0,247,Panne,247,Panne,0,0,245,Otro,0,100,0,0,0,0,394,Desabilitado,-1
1498988,STK_DON_ESTANDAR_MIN,1184488,DLB,1259288,MINA,-1,,3739076,,-1,,-1,,0,0,0,10000000000,0,99842,100667,155,67,3583.0,65535,268,Stock,90,Mineral,0,247,Panne,247,Panne,0,0,245,Otro,0,100,0,0,0,0,394,Desabilitado,-1
1500688,STK_DONOSO_AL,1184488,DLB,1259288,MINA,-1,,-1,,-1,,-1,,0,0,0,10000000000,0,99806,100594,65535,51,3546.0,65535,268,Stock,1129,Mineral Primario,0,247,Panne,247,Panne,0,0,245,Otro,0,100,0,0,0,0,394,Desabilitado,-1
1502388,STK_DONOSO_ML,1184488,DLB,1259288,MINA,-1,,3945524,,-1,,-1,,0,0,0,10000000000,0,99973,100664,156,145,3575.0,65535,268,Stock,1129,Mineral Primario,0,249,Reserva,249,Reserva,0,1,245,Otro,0,100,0,0,0,0,394,Desabilitado,-1
1504088,STK_DONOSO_PRIM,1184488,DLB,1259288,MINA,-1,,3602456,,-1,,-1,,0,0,0,7000,0,99868,100593,157,96,3555.0,65535,268,Stock,1129,Mineral Primario,0,247,Panne,247,Panne,0,1,245,Otro,0,100,0,0,0,0,394,Desabilitado,-1
1505788,STK_DONOSO_SEC,1184488,DLB,1259288,MINA,-1,,3887840,,-1,,-1,,0,0,0,10000000000,0,99893,100645,158,126,3550.0,65535,268,Stock,1129,Mineral Primario,0,248,Operativo,248,Operativo,0,1,245,Otro,0,100,0,0,0,0,394,Desabilitado,-1
1507488,STK_MIN_CONFLUENCIA,1184488,DLB,1259288,MINA,-1,,3824084,,-1,,-1,,0,0,0,150,0,96796,97589,159,70,3285.0,75,268,Stock,1129,Mineral Primario,0,247,Panne,247,Panne,0,1,245,Otro,0,100,0,0,0,0,394,Desabilitado,-1
1509188,STK_PARRILLAS,1184488,DLB,1259288,MINA,-1,,3866588,,47894216,D_STK_PARRILLAS,-1,,0,612,0,10000000000,0,98670,97655,160,118,3600.0,65535,268,Stock,91,Lixiviable,0,247,Panne,247,Panne,0,1,245,Otro,0,100,0,0,0,0,394,Desabilitado,-1
1510888,STK_PARRILLAS_MIN,1184488,DLB,1259288,MINA,-1,,-1,,-1,,-1,,0,0,0,10000000000,0,98561,98601,65535,72,3535.0,65535,268,Stock,90,Mineral,0,247,Panne,247,Panne,0,0,245,Otro,0,100,0,0,0,0,394,Desabilitado,-1
1512588,STK_PRUEBA_3325-406,1184488,DLB,1259288,MINA,-1,,-1,,-1,,-1,,0,0,0,10000000000,0,98440,97898,65535,90,3530.0,65535,268,Stock,90,Mineral,0,247,Panne,247,Panne,0,1,245,Otro,0,100,0,0,0,0,394,Desabilitado,-1
1514288,STK_RAMPA_PRISMA,1184488,DLB,1259288,MINA,-1,,-1,,-1,,-1,,0,0,0,10000000000,0,96927,96916,65535,60,3190.0,65535,268,Stock,90,Mineral,0,247,Panne,247,Panne,0,0,245,Otro,0,100,0,0,0,0,394,Desabilitado,-1
1515988,STK_RECHAZO_BOS,1184488,DLB,1259288,MINA,-1,,3729968,,-1,,-1,,0,0,0,10000000000,0,96772,97468,161,60,3289.0,65535,268,Stock,90,Mineral,0,247,Panne,247,Panne,0,1,245,Otro,0,100,0,0,0,0,394,Desabilitado,-1
1517688,STK_STAR3_NIEVE,1184488,DLB,1259288,MINA,-1,,-1,,-1,,-1,,0,0,0,10000000000,0,99738,100696,65535,60,3568.0,65535,268,Stock,90,Mineral,0,247,Panne,247,Panne,0,0,245,Otro,0,100,0,0,0,0,394,Desabilitado,-1
1519388,STK_YR2022_W20,1184488,DLB,1259288,MINA,-1,,-1,,-1,,-1,,0,0,0,10000000000,0,99127,97663,65535,85,3600.0,65535,268,Stock,1129,Mineral Primario,0,247,Panne,247,Panne,0,1,245,Otro,0,100,0,0,0,0,394,Desabilitado,-1
1521088,STK_ZIGZAG,1184488,DLB,1259288,MINA,-1,,-1,,-1,,-1,,0,0,0,10000000000,0,98956,99185,65535,60,3430.0,65535,268,Stock,90,Mineral,0,247,Panne,247,Panne,0,0,245,Otro,0,100,0,0,0,0,394,Desabilitado,-1
1522788,STK_ZIGZAG_3425,1184488,DLB,1259288,MINA,-1,,3969812,,-1,,-1,,0,0,0,10000000000,0,99278,99146,162,60,3398.0,65535,268,Stock,90,Mineral,0,247,Panne,247,Panne,0,0,245,Otro,0,100,0,0,0,0,394,Desabilitado,-1
1524488,STK-3600-3600,1184488,DLB,1259288,MINA,-1,,3830156,,-1,,-1,,0,0,0,10000000000,0,98914,98267,163,60,3600.0,65535,268,Stock,90,Mineral,0,247,Panne,247,Panne,0,0,245,Otro,0,100,0,0,0,0,394,Desabilitado,-1
1526188,STKPILE_PORTON_CONFL,1184488,DLB,1259288,MINA,-1,,3836228,,-1,,-1,,0,0,0,10000000000,0,96591,97654,164,95,3285.0,36,268,Stock,90,Mineral,0,247,Panne,247,Panne,0,1,245,Otro,0,100,0,0,0,0,394,Desabilitado,-1
1527888,TALLER,1184488,DLB,1259288,MINA,-1,,3587276,,-1,,-1,,0,0,0,10000000000,0,99953,99763,165,60,3490.0,996,270,Taller,90,Mineral,0,248,Operativo,248,Operativo,0,1,242,Mantenimiento,0,100,0,0,0,0,394,Desabilitado,-1
1529588,TALLER ICV,1184488,DLB,1259288,MINA,-1,,3590312,,-1,,-1,,0,0,0,10000000000,0,99820,98614,166,60,3609.0,87,270,Taller,90,Mineral,0,247,Panne,247,Panne,0,1,245,Otro,0,100,0,0,0,50,395,Punto Final,-1
1531288,VACIADO RESTRINGIDO,1184488,DLB,1186188,DONOSO 2,-1,,-1,,-1,,-1,,0,0,0,10000000000,0,100709,101921,65535,60,3000.0,33,266,Botadero,90,Mineral,0,247,Panne,247,Panne,0,1,245,Otro,0,100,0,0,0,0,394,Desabilitado,-1
6999116,D02-3685-998,1184488,DLB,1186188,DONOSO 2,-1,,-1,,-1,,-1,,0,0,0,10000000000,0,101002,100706,65535,60,3685.0,65535,269,Banco,90,Mineral,0,248,Operativo,248,Operativo,0,0,245,Otro,0,100,0,0,0,0,394,Desabilitado,-1
7650928,I7A-3205-310,1184488,DLB,1216788,INFIERNILLO 7A,-1,,-1,,-1,,-1,,0,0,0,10000000000,0,100649,99171,65535,60,3205.0,65535,269,Banco,90,Mineral,0,248,Operativo,248,Operativo,0,0,245,Otro,0,100,0,0,0,0,394,Desabilitado,-1
8997776,D02-3685-997,1184488,DLB,1186188,DONOSO 2,-1,,-1,,-1,,-1,,0,0,0,10000000000,0,101076,100654,65535,60,3685.0,65535,269,Banco,90,Mineral,0,248,Operativo,248,Operativo,0,0,245,Otro,0,100,0,0,0,0,394,Desabilitado,-1
9840872,BOT-STAR 3,1184488,DLB,1259288,MINA,-1,,3972848,,-1,,-1,,0,0,0,3000,0,99161,99457,167,61,3568.0,45,266,Botadero,92,Esteril,0,247,Panne,247,Panne,0,1,245,Otro,0,100,0,0,0,0,394,Desabilitado,-1
10996504,IS5-3295-315,1184488,DLB,1213388,INFIERNILLO 5,-1,,11386888,,-1,,-1,,0,0,0,10000000000,0,100859,100137,168,60,3295.0,65535,269,Banco,90,Mineral,0,248,Operativo,248,Operativo,0,0,245,Otro,0,100,0,0,0,0,394,Desabilitado,-1
12700964,BSF_3570_RAMPA_EST,1184488,DLB,1259288,MINA,-1,,-1,,-1,,-1,,0,0,0,10000000000,0,98296,98312,65535,74,3570.0,65535,266,Botadero,1134,Esteril Clase 2,0,247,Panne,247,Panne,0,1,245,Otro,0,100,0,0,0,0,394,Desabilitado,-1
13186564,I7A-3205-300,1184488,DLB,1216788,INFIERNILLO 7A,-1,,-1,,-1,,-1,,0,0,0,10000000000,0,100116,99194,65535,60,3205.0,65535,269,Banco,90,Mineral,0,248,Operativo,248,Operativo,0,0,245,Otro,0,100,0,0,0,0,394,Desabilitado,-1
14097880,IS5-3295-997,1184488,DLB,1213388,INFIERNILLO 5,-1,,-1,,-1,,-1,,0,0,0,10000000000,0,100984,100234,65535,60,3295.0,65535,269,Banco,90,Mineral,0,248,Operativo,248,Operativo,0,0,245,Otro,0,100,0,0,0,0,394,Desabilitado,-1
14383448,D02-3820-920,1184488,DLB,1186188,DONOSO 2,-1,,-1,,-1,,-1,,0,0,0,10000000000,0,101456,100897,65535,60,3820.0,65535,269,Banco,90,Mineral,0,248,Operativo,248,Operativo,0,1,245,Otro,0,100,0,0,0,0,394,Desabilitado,-1
15318932,STK_SOBRECARGA_MINERAL,1184488,DLB,1259288,MINA,-1,,-1,,47951712,D_STK_SOBRECARGA_MI,-1,,0,306,0,10000000000,0,100969,99931,65535,87,3000.0,65535,268,Stock,90,Mineral,0,247,Panne,247,Panne,0,0,245,Otro,0,100,0,0,0,0,394,Desabilitado,-1
17173344,NDO_STKDON_TR04,1184488,DLB,1259288,MINA,-1,,3702644,,-1,,-1,,0,0,0,10000000000,0,99625,100286,169,60,3555.0,65535,272,Nodo,90,Mineral,0,248,Operativo,248,Operativo,0,0,245,Otro,0,100,0,0,0,0,394,Desabilitado,-1
18175812,IS5-3295-420,1184488,DLB,1213388,INFIERNILLO 5,-1,,-1,,-1,,-1,,0,0,0,10000000000,0,100979,100255,65535,60,3295.0,65535,269,Banco,90,Mineral,0,248,Operativo,248,Operativo,0,0,245,Otro,0,100,0,0,0,0,394,Desabilitado,-1
18373640,D02-3805-045,1184488,DLB,1186188,DONOSO 2,-1,,35350256,,-1,,-1,,0,0,0,10000000000,0,101466,100779,170,60,3805.0,65535,269,Banco,90,Mineral,0,248,Operativo,248,Operativo,0,0,245,Otro,0,100,0,0,0,0,394,Desabilitado,-1
18638016,D02-3730-303,1184488,DLB,1186188,DONOSO 2,-1,,-1,,-1,,-1,,0,0,0,10000000000,0,101340,101017,65535,60,3730.0,65535,269,Banco,90,Mineral,0,248,Operativo,248,Operativo,0,0,245,Otro,0,100,0,0,0,0,394,Desabilitado,-1
19195708,D02-3685-334,1184488,DLB,1186188,DONOSO 2,-1,,-1,,-1,,-1,,0,0,0,10000000000,0,101261,100714,65535,60,3000.0,65535,269,Banco,90,Mineral,0,247,Panne,247,Panne,0,0,245,Otro,0,100,0,0,0,0,394,Desabilitado,-1
19549872,D02-3730-314,1184488,DLB,1186188,DONOSO 2,-1,,19552672,,-1,,-1,,0,0,0,10000000000,0,100747,101179,171,60,3730.0,65535,269,Banco,90,Mineral,0,248,Operativo,248,Operativo,0,0,245,Otro,0,100,0,0,0,0,394,Desabilitado,-1
23046392,I7A-3205-306,1184488,DLB,1216788,INFIERNILLO 7A,-1,,-1,,-1,,-1,,0,0,0,10000000000,0,100478,99468,65535,60,3205.0,65535,269,Banco,90,Mineral,0,248,Operativo,248,Operativo,0,0,245,Otro,0,100,0,0,0,0,394,Desabilitado,-1
23267108,D02-EXPIT-TRON-3805-045,1184488,DLB,1186188,DONOSO 2,-1,,-1,,-1,,-1,,0,0,0,10000000000,0,100851,100277,65535,60,3805.0,65535,269,Banco,90,Mineral,0,248,Operativo,248,Operativo,0,0,245,Otro,0,100,0,0,0,0,394,Desabilitado,-1
23637760,D02-3745-411,1184488,DLB,1186188,DONOSO 2,-1,,-1,,-1,,-1,,0,0,0,10000000000,0,100474,101380,65535,60,3745.0,65535,269,Banco,90,Mineral,0,248,Operativo,248,Operativo,0,0,245,Otro,0,100,0,0,0,0,394,Desabilitado,-1
23643440,RAMP D02 3717 3715,1184488,DLB,1186188,DONOSO 2,-1,,-1,,-1,,-1,,0,0,0,10000000000,0,101595,100967,65535,122,3000.0,65535,266,Botadero,90,Mineral,0,247,Panne,247,Panne,0,0,245,Otro,0,100,0,0,0,0,394,Desabilitado,-1
23889372,IS5-3295-316,1184488,DLB,1213388,INFIERNILLO 5,-1,,43111548,,-1,,-1,,0,0,0,10000000000,0,100879,99936,172,60,3295.0,65535,269,Banco,90,Mineral,0,248,Operativo,248,Operativo,0,0,245,Otro,0,100,0,0,0,0,394,Desabilitado,-1
24044736,D02-3730-312,1184488,DLB,1186188,DONOSO 2,-1,,-1,,-1,,-1,,0,0,0,10000000000,0,100660,101193,65535,60,3730.0,65535,269,Banco,90,Mineral,0,248,Operativo,248,Operativo,0,0,245,Otro,0,100,0,0,0,0,394,Desabilitado,-1
27433424,IS5-3310-329,1184488,DLB,1213388,INFIERNILLO 5,-1,,-1,,-1,,-1,,0,0,0,10000000000,0,101139,99973,65535,60,3310.0,65535,269,Banco,90,Mineral,0,247,Panne,247,Panne,0,0,245,Otro,0,100,0,0,0,0,394,Desabilitado,-1
27460016,D02-3730-991,1184488,DLB,1186188,DONOSO 2,-1,,-1,,-1,,-1,,0,0,0,10000000000,0,100697,101136,65535,60,3730.0,65535,269,Banco,90,Mineral,0,247,Panne,247,Panne,0,0,245,Otro,0,100,0,0,0,0,394,Desabilitado,-1
27864912,BSF_3570_EST_SUR,1184488,DLB,1259288,MINA,-1,,27867700,,47824724,D_BSF_3570_EST_SUR,-1,,0,20808,0,10000000000,0,98591,98170,173,73,3558.0,14,266,Botadero,110,Esteril Clase 1,0,248,Operativo,248,Operativo,0,1,245,Otro,0,100,0,0,0,0,394,Desabilitado,-1
29065160,IS5-3310-332,1184488,DLB,1213388,INFIERNILLO 5,-1,,-1,,-1,,-1,,0,0,0,10000000000,0,101029,99859,65535,60,3310.0,65535,269,Banco,90,Mineral,0,248,Operativo,248,Operativo,0,0,245,Otro,0,100,0,0,0,0,394,Desabilitado,-1
29194516,D02-3805-999,1184488,DLB,1186188,DONOSO 2,-1,,-1,,-1,,-1,,0,0,0,10000000000,0,101601,100989,65535,60,3805.0,65535,269,Banco,90,Mineral,0,247,Panne,247,Panne,0,0,245,Otro,0,100,0,0,0,0,394,Desabilitado,-1
30252368,ENSANCHE AGUAS AZULES,1184488,DLB,1259288,MINA,-1,,30258604,,-1,,-1,,0,0,0,10000000000,0,100241,100746,174,100,3610.0,65535,266,Botadero,1134,Esteril Clase 2,0,247,Panne,247,Panne,0,1,245,Otro,0,100,0,0,0,0,394,Desabilitado,-1
31061740,D02-3745-422,1184488,DLB,1186188,DONOSO 2,-1,,-1,,-1,,-1,,0,0,0,10000000000,0,100469,101351,65535,60,3745.0,65535,269,Banco,90,Mineral,0,247,Panne,247,Panne,0,0,245,Otro,0,100,0,0,0,0,394,Desabilitado,-1
31175808,IS5-3295-421,1184488,DLB,1213388,INFIERNILLO 5,-1,,-1,,-1,,-1,,0,0,0,10000000000,0,100628,100061,65535,60,3295.0,65535,269,Banco,90,Mineral,0,248,Operativo,248,Operativo,0,0,245,Otro,0,100,0,0,0,0,394,Desabilitado,-1
31400168,D02-3745-420,1184488,DLB,1186188,DONOSO 2,-1,,-1,,-1,,-1,,0,0,0,10000000000,0,100463,101330,65535,60,3745.0,65535,269,Banco,90,Mineral,0,247,Panne,247,Panne,0,0,245,Otro,0,100,0,0,0,0,394,Desabilitado,-1
31504484,NDO_3570_02,1184488,DLB,1259288,MINA,-1,,3675320,,-1,,-1,,0,0,0,10000000000,0,98440,98166,175,60,3550.0,65535,272,Nodo,90,Mineral,0,248,Operativo,248,Operativo,0,0,245,Otro,0,100,0,0,0,0,394,Desabilitado,-1
32252708,D02-3805-036,1184488,DLB,1186188,DONOSO 2,-1,,-1,,-1,,-1,,0,0,0,10000000000,0,101262,100728,65535,60,3805.0,65535,269,Banco,90,Mineral,0,247,Panne,247,Panne,0,0,245,Otro,0,100,0,0,0,0,394,Desabilitado,-1
32666492,I7A-3205-302,1184488,DLB,1216788,INFIERNILLO 7A,-1,,-1,,-1,,-1,,0,0,0,10000000000,0,100647,99188,65535,60,3205.0,65535,269,Banco,90,Mineral,0,248,Operativo,248,Operativo,0,0,245,Otro,0,100,0,0,0,0,394,Desabilitado,-1
33579304,I7A-3205-303,1184488,DLB,1216788,INFIERNILLO 7A,-1,,47269800,,-1,,-1,,0,0,0,10000000000,0,100309,99292,176,60,3205.0,65535,269,Banco,90,Mineral,0,248,Operativo,248,Operativo,0,0,245,Otro,0,100,0,0,0,0,394,Desabilitado,-1
34073668,D02-3730-310,1184488,DLB,1186188,DONOSO 2,-1,,34981432,,-1,,-1,,0,0,0,10000000000,0,100484,101144,177,60,3730.0,65535,269,Banco,90,Mineral,0,248,Operativo,248,Operativo,0,0,245,Otro,0,100,0,0,0,0,394,Desabilitado,-1
36652724,IS5-3295-306,1184488,DLB,1213388,INFIERNILLO 5,-1,,36842140,,-1,,-1,,0,0,0,10000000000,0,100788,99741,178,60,3295.0,65535,269,Banco,90,Mineral,0,248,Operativo,248,Operativo,0,0,245,Otro,0,100,0,0,0,0,394,Desabilitado,-1
39366172,D02-3730-603,1184488,DLB,1186188,DONOSO 2,-1,,-1,,-1,,-1,,0,0,0,10000000000,0,102941,99460,65535,60,3000.0,65535,269,Banco,90,Mineral,0,248,Operativo,248,Operativo,0,0,245,Otro,0,100,0,0,0,0,394,Desabilitado,-1
