Id,ShiftId,FieldId,EquipmentId,Equipment,UnitId,Unit,FuelStartTime,Duration,FuelEndTime,Fuel00,Fuel01,Fuel02,EndTime,Eqtype,ShiftStartTimestamp,StartTimestamp,EndTimestamp,Queue(min)
2.21E+18,221107001,07:54:45CDH86,2.21E+18,CDH86,264,Camion,27110,1375,28485,3419,3286,3367.625249,7:54:45,KOM 930E,11/7/2022 8:00,11/7/2022 15:31,11/7/2022 15:54,0
2.21E+18,221107001,08:00:54CDH80,2.21E+18,CDH80,264,Camion,28805,49,28854,2345,3310,3467.846311,8:00:54,KOM 930E,11/7/2022 8:00,11/7/2022 16:00,11/7/2022 16:00,0
2.21E+18,221107001,09:17:23CDH85,2.21E+18,CDH85,264,Camion,33443,0,33443,2563,2870,3697.905055,9:17:23,KOM 930E,11/7/2022 8:00,11/7/2022 17:17,11/7/2022 17:17,0
2.21E+18,221107001,09:38:02CDH81,2.21E+18,CDH81,264,Camion,33479,1203,34682,2914,3584,3216.769235,9:38:02,KOM 930E,11/7/2022 8:00,11/7/2022 17:17,11/7/2022 17:38,0
2.21E+18,221107001,10:14:01CDH82,2.21E+18,CDH82,264,Camion,35280,1561,36841,3391,0,3364.676682,10:14:01,KOM 930E,11/7/2022 8:00,11/7/2022 17:48,11/7/2022 18:14,0
2.21E+18,221107001,10:15:20CDH79,2.21E+18,CDH79,264,Camion,36086,834,36920,2799,3194,3364.676682,10:15:20,KOM 930E,11/7/2022 8:00,11/7/2022 18:01,11/7/2022 18:15,0
2.21E+18,221107001,10:14:13CDH82,2.21E+18,CDH82,264,Camion,36853,0,36853,3391,0,3364.676682,10:14:13,KOM 930E,11/7/2022 8:00,11/7/2022 18:14,11/7/2022 18:14,0
2.21E+18,221107001,10:31:37CDH73,2.21E+18,CDH73,264,Camion,37116,781,37897,2967,3211,3465.830189,10:31:37,KOM 930E,11/7/2022 8:00,11/7/2022 18:18,11/7/2022 18:31,0
2.21E+18,221107001,10:53:36CDH57,2.21E+18,CDH57,264,Camion,38160,1056,39216,2715,3042,3360.373414,10:53:36,KOM 930E,11/7/2022 8:00,11/7/2022 18:36,11/7/2022 18:53,0
2.21E+18,221107001,10:59:52CDH65,2.21E+18,CDH65,264,Camion,38537,1055,39592,2937,3153,3213.300493,10:59:52,KOM 930E,11/7/2022 8:00,11/7/2022 18:42,11/7/2022 18:59,0
2.21E+18,221107001,11:41:11CDH45,2.21E+18,CDH45,264,Camion,40467,1604,42071,2580,3258,3513.835279,11:41:11,KOM 930E,11/7/2022 8:00,11/7/2022 19:14,11/7/2022 19:41,0
2.21E+18,221107001,11:25:03CDH71,2.21E+18,CDH71,264,Camion,41103,0,41103,2934,3175,3380.787375,11:25:03,KOM 930E,11/7/2022 8:00,11/7/2022 19:25,11/7/2022 19:25,0
2.21E+18,221107001,11:34:27CDH92,2.21E+18,CDH92,264,Camion,41497,170,41667,2842,3255,2798.022512,11:34:27,KOM 930E,11/7/2022 8:00,11/7/2022 19:31,11/7/2022 19:34,0
2.21E+18,221107001,11:37:04CDH92,2.21E+18,CDH92,264,Camion,41824,0,41824,2845,0,3266.346424,11:37:04,KOM 930E,11/7/2022 8:00,11/7/2022 19:37,11/7/2022 19:37,0
2.21E+18,221107001,11:37:04CDH92,2.21E+18,CDH92,264,Camion,41824,0,41824,2845,0,3266.346424,11:37:04,KOM 930E,11/7/2022 8:00,11/7/2022 19:37,11/7/2022 19:37,0
2.21E+18,221107001,11:53:14CDH44,2.21E+18,CDH44,264,Camion,42794,0,42794,2380,3308,3369.846582,11:53:14,KOM 930E,11/7/2022 8:00,11/7/2022 19:53,11/7/2022 19:53,0
2.21E+18,221107002,00:48:39CDH48,2.21E+18,CDH48,264,Camion,2919,0,2919,2928,3294,3502.770121,0:48:39,KOM 930E,11/7/2022 20:00,11/7/2022 20:48,11/7/2022 20:48,0
2.21E+18,221107002,01:23:34CDH59,2.21E+18,CDH59,264,Camion,3910,1104,5014,3119,3492,3389.826379,1:23:34,KOM 930E,11/7/2022 20:00,11/7/2022 21:05,11/7/2022 21:23,0
2.21E+18,221107002,01:31:28CDH115,2.21E+18,CDH115,264,Camion,4638,850,5488,1566,2118,3397.344553,1:31:28,KOM 930E,11/7/2022 20:00,11/7/2022 21:17,11/7/2022 21:31,0
2.21E+18,221107002,01:18:34CDH61,2.21E+18,CDH61,264,Camion,4714,0,4714,2788,3210,3457.711067,1:18:34,KOM 930E,11/7/2022 20:00,11/7/2022 21:18,11/7/2022 21:18,0
2.21E+18,221107002,01:23:19CDH108,2.21E+18,CDH108,264,Camion,4999,0,4999,2953,3517,3389.826379,1:23:19,KOM 930E,11/7/2022 20:00,11/7/2022 21:23,11/7/2022 21:23,0
2.21E+18,221107002,02:18:32CDH67,2.21E+18,CDH67,264,Camion,5283,3029,8312,2947,3307,3286.806003,2:18:32,KOM 930E,11/7/2022 20:00,11/7/2022 21:28,11/7/2022 22:18,0
2.21E+18,221107002,01:45:52CDH52,2.21E+18,CDH52,264,Camion,6352,0,6352,2238,3179,3349.770893,1:45:52,KOM 930E,11/7/2022 20:00,11/7/2022 21:45,11/7/2022 21:45,0
2.21E+18,221107002,02:12:29CDH104,2.21E+18,CDH104,264,Camion,7117,832,7949,1000,1235,3347.546385,2:12:29,KOM 930E,11/7/2022 20:00,11/7/2022 21:58,11/7/2022 22:12,0
2.21E+18,221107002,02:46:43CDH78,2.21E+18,CDH78,264,Camion,8932,1071,10003,4542,3030,3467.654697,2:46:43,KOM 930E,11/7/2022 20:00,11/7/2022 22:28,11/7/2022 22:46,0
2.21E+18,221107002,02:33:08CDH103,2.21E+18,CDH103,264,Camion,9188,0,9188,2001,2562,3295.522475,2:33:08,KOM 930E,11/7/2022 20:00,11/7/2022 22:33,11/7/2022 22:33,0
2.21E+18,221107002,02:35:03CDH53,2.21E+18,CDH53,264,Camion,9297,6,9303,2745,3133,3352.311393,2:35:03,KOM 930E,11/7/2022 20:00,11/7/2022 22:34,11/7/2022 22:35,0
2.21E+18,221107002,03:24:05CDH39,2.21E+18,CDH39,264,Camion,11161,1084,12245,2613,3185,3486.453608,3:24:05,KOM 930E,11/7/2022 20:00,11/7/2022 23:06,11/7/2022 23:24,0
2.21E+18,221107002,03:11:10CDH41,2.21E+18,CDH41,264,Camion,11470,0,11470,2722,3074,3365.419181,3:11:10,KOM 930E,11/7/2022 20:00,11/7/2022 23:11,11/7/2022 23:11,0
2.21E+18,221107002,03:32:11CDH93,2.21E+18,CDH93,264,Camion,12731,0,12731,2845,3091,3475.732599,3:32:11,KOM 930E,11/7/2022 20:00,11/7/2022 23:32,11/7/2022 23:32,0
2.21E+18,221107002,04:58:06CDH50,2.21E+18,CDH50,264,Camion,16339,1547,17886,2525,3119,3352.090223,4:58:06,KOM 930E,11/7/2022 20:00,11/8/2022 0:32,11/8/2022 0:58,0
2.21E+18,221107002,05:23:14CDH42,2.21E+18,CDH42,264,Camion,17907,1487,19394,2722,3103,3404.684764,5:23:14,KOM 930E,11/7/2022 20:00,11/8/2022 0:58,11/8/2022 1:23,0
2.21E+18,221107002,05:43:18CDH91,2.21E+18,CDH91,264,Camion,18076,2522,20598,2800,3236,3454.952351,5:43:18,KOM 930E,11/7/2022 20:00,11/8/2022 1:01,11/8/2022 1:43,0
2.21E+18,221107002,05:43:15CDH62,2.21E+18,CDH62,264,Camion,20477,118,20595,2605,3046,3454.952351,5:43:15,KOM 930E,11/7/2022 20:00,11/8/2022 1:41,11/8/2022 1:43,0
2.21E+18,221107002,06:03:50CDH83,2.21E+18,CDH83,264,Camion,20701,1129,21830,3469,3123,3343.321755,6:03:50,KOM 930E,11/7/2022 20:00,11/8/2022 1:45,11/8/2022 2:03,5.383333333
2.21E+18,221107002,06:29:46CDH90,2.21E+18,CDH90,264,Camion,22246,1140,23386,2149,3192,3350.038162,6:29:46,KOM 930E,11/7/2022 20:00,11/8/2022 2:10,11/8/2022 2:29,0
2.21E+18,221107002,07:11:09CDH72,2.21E+18,CDH72,264,Camion,23342,2527,25869,2811,3257,3239.533453,7:11:09,KOM 930E,11/7/2022 20:00,11/8/2022 2:29,11/8/2022 3:11,0
2.21E+18,221107002,06:54:20CDH84,2.21E+18,CDH84,264,Camion,24860,0,24860,3300,3088,3859.540615,6:54:20,KOM 930E,11/7/2022 20:00,11/8/2022 2:54,11/8/2022 2:54,0
2.21E+18,221107002,07:31:16CDH43,2.21E+18,CDH43,264,Camion,25566,1510,27076,2912,3208,3350.085646,7:31:16,KOM 930E,11/7/2022 20:00,11/8/2022 3:06,11/8/2022 3:31,0
2.21E+18,221107002,07:27:50CDH66,2.21E+18,CDH66,264,Camion,26870,0,26870,3521,3316,3385.185415,7:27:50,KOM 930E,11/7/2022 20:00,11/8/2022 3:27,11/8/2022 3:27,0
2.21E+18,221107002,08:37:47CDH74,2.21E+18,CDH74,264,Camion,28346,2721,31067,2913,3410,3317.489328,8:37:47,KOM 930E,11/7/2022 20:00,11/8/2022 3:52,11/8/2022 4:37,0
2.21E+18,221107002,08:16:57CDH55,2.21E+18,CDH55,264,Camion,29817,0,29817,2681,3065,3185.563807,8:16:57,KOM 930E,11/7/2022 20:00,11/8/2022 4:16,11/8/2022 4:16,0
2.21E+18,221107002,09:09:02CDH94,2.21E+18,CDH94,264,Camion,32008,934,32942,2749,3308,3290.111601,9:09:02,KOM 930E,11/7/2022 20:00,11/8/2022 4:53,11/8/2022 5:09,0
2.21E+18,221107002,09:15:20CDH88,2.21E+18,CDH88,264,Camion,32019,1301,33320,2940,3321,3459.896259,9:15:20,KOM 930E,11/7/2022 20:00,11/8/2022 4:53,11/8/2022 5:15,0
2.21E+18,221107002,09:39:19CDH58,2.21E+18,CDH58,264,Camion,33495,1264,34759,3132,3300,3238.481504,9:39:19,KOM 930E,11/7/2022 20:00,11/8/2022 5:18,11/8/2022 5:39,0
2.21E+18,221107002,09:59:41CDH64,2.21E+18,CDH64,264,Camion,34348,1633,35981,3570,3186,4691.28786,9:59:41,KOM 930E,11/7/2022 20:00,11/8/2022 5:32,11/8/2022 5:59,0
2.21E+18,221107002,10:04:25CDH86,2.21E+18,CDH86,264,Camion,35281,984,36265,2350,3175,3447.854152,10:04:25,KOM 930E,11/7/2022 20:00,11/8/2022 5:48,11/8/2022 6:04,11.7
2.21E+18,221107002,10:43:50CDH87,2.21E+18,CDH87,264,Camion,37408,1222,38630,2750,3506,3470.601221,10:43:50,KOM 930E,11/7/2022 20:00,11/8/2022 6:23,11/8/2022 6:43,0
2.21E+18,221107002,10:42:11CDH68,2.21E+18,CDH68,264,Camion,37604,927,38531,3037,3293,3315.597679,10:42:11,KOM 930E,11/7/2022 20:00,11/8/2022 6:26,11/8/2022 6:42,0
2.21E+18,221107002,10:27:16CDH63,2.21E+18,CDH63,264,Camion,37636,0,37636,3796,0,3460.472,10:27:16,KOM 930E,11/7/2022 20:00,11/8/2022 6:27,11/8/2022 6:27,0
2.21E+18,221107002,11:05:34CDH46,2.21E+18,CDH46,264,Camion,38413,1521,39934,3879,3582,3286.204303,11:05:34,KOM 930E,11/7/2022 20:00,11/8/2022 6:40,11/8/2022 7:05,0
2.21E+18,221107002,11:23:17CDH80,2.21E+18,CDH80,264,Camion,39217,1780,40997,3013,3282,3438.505776,11:23:17,KOM 930E,11/7/2022 20:00,11/8/2022 6:53,11/8/2022 7:23,0
2.21E+18,221107002,11:05:58CDH69,2.21E+18,CDH69,264,Camion,39958,0,39958,3047,3555,3286.204303,11:05:58,KOM 930E,11/7/2022 20:00,11/8/2022 7:05,11/8/2022 7:05,0
2.21E+18,221107002,11:38:49CDH81,2.21E+18,CDH81,264,Camion,40357,1572,41929,2693,3250,3350.038162,11:38:49,KOM 930E,11/7/2022 20:00,11/8/2022 7:12,11/8/2022 7:38,0
2.21E+18,221107002,11:23:42CDH54,2.21E+18,CDH54,264,Camion,41022,0,41022,3022,3671,3438.505776,11:23:42,KOM 930E,11/7/2022 20:00,11/8/2022 7:23,11/8/2022 7:23,0
2.21E+18,221108001,00:42:21CDH79,2.21E+18,CDH79,264,Camion,1170,1371,2541,2987,3294,3403.593667,0:42:21,KOM 930E,11/8/2022 8:00,11/8/2022 8:19,11/8/2022 8:42,0
2.21E+18,221108001,00:36:24CDH56,2.21E+18,CDH56,264,Camion,2174,10,2184,3305,3102,3290.121363,0:36:24,KOM 930E,11/8/2022 8:00,11/8/2022 8:36,11/8/2022 8:36,0
2.21E+18,221108001,01:15:40CDH70,2.21E+18,CDH70,264,Camion,3230,1310,4540,2966,3409,3365.765757,1:15:40,KOM 930E,11/8/2022 8:00,11/8/2022 8:53,11/8/2022 9:15,0
2.21E+18,221108001,00:59:35CDH77,2.21E+18,CDH77,264,Camion,3575,0,3575,2937,3183,3237.775299,0:59:35,KOM 930E,11/8/2022 8:00,11/8/2022 8:59,11/8/2022 8:59,0
2.21E+18,221108001,01:29:54CDH57,2.21E+18,CDH57,264,Camion,5394,0,5394,2747,3148,3360.744627,1:29:54,KOM 930E,11/8/2022 8:00,11/8/2022 9:29,11/8/2022 9:29,0
2.21E+18,221108001,01:46:32CDH65,2.21E+18,CDH65,264,Camion,6381,11,6392,2659,3309,3615.520966,1:46:32,KOM 930E,11/8/2022 8:00,11/8/2022 9:46,11/8/2022 9:46,0
2.21E+18,221108001,02:31:46CDH60,2.21E+18,CDH60,264,Camion,7756,1350,9106,2763,3157,3380.545683,2:31:46,KOM 930E,11/8/2022 8:00,11/8/2022 10:09,11/8/2022 10:31,0
2.21E+18,221108001,03:00:10CDH89,2.21E+18,CDH89,264,Camion,9143,1667,10810,3712,0,3468.982333,3:00:10,KOM 930E,11/8/2022 8:00,11/8/2022 10:32,11/8/2022 11:00,0
2.21E+18,221108001,03:08:47CDH92,2.21E+18,CDH92,264,Camion,9962,1365,11327,2682,3157,3367.714095,3:08:47,KOM 930E,11/8/2022 8:00,11/8/2022 10:46,11/8/2022 11:08,0
2.21E+18,221108001,02:49:24CDH71,2.21E+18,CDH71,264,Camion,10164,0,10164,2858,3171,3393.987538,2:49:24,KOM 930E,11/8/2022 8:00,11/8/2022 10:49,11/8/2022 10:49,0
2.21E+18,221108001,03:54:00CDH115,2.21E+18,CDH115,264,Camion,12354,1686,14040,2696,3083,3276.339042,3:54:00,KOM 930E,11/8/2022 8:00,11/8/2022 11:25,11/8/2022 11:54,0
2.21E+18,221108001,03:31:37CDH44,2.21E+18,CDH44,264,Camion,12697,0,12697,2931,3247,3402.753201,3:31:37,KOM 930E,11/8/2022 8:00,11/8/2022 11:31,11/8/2022 11:31,0
2.21E+18,221108001,03:44:14CDH104,2.21E+18,CDH104,264,Camion,13441,13,13454,2091,2912,3300.541051,3:44:14,KOM 930E,11/8/2022 8:00,11/8/2022 11:44,11/8/2022 11:44,0
2.21E+18,221108001,05:11:57CDH45,2.21E+18,CDH45,264,Camion,16281,2436,18717,2970,3444,3414.451435,5:11:57,KOM 930E,11/8/2022 8:00,11/8/2022 12:31,11/8/2022 13:11,0
2.21E+18,221108001,04:48:26CDH48,2.21E+18,CDH48,264,Camion,17306,0,17306,3081,3553,3411.180449,4:48:26,KOM 930E,11/8/2022 8:00,11/8/2022 12:48,11/8/2022 12:48,0
2.21E+18,221108001,05:17:28CDH59,2.21E+18,CDH59,264,Camion,17328,1720,19048,6278,3581,3439.672933,5:17:28,KOM 930E,11/8/2022 8:00,11/8/2022 12:48,11/8/2022 13:17,0
2.21E+18,221108001,04:56:48CDH103,2.21E+18,CDH103,264,Camion,17808,0,17808,2388,3146,3177.555232,4:56:48,KOM 930E,11/8/2022 8:00,11/8/2022 12:56,11/8/2022 12:56,0
2.21E+18,221108001,05:38:49CDH51,2.21E+18,CDH51,264,Camion,19050,1279,20329,3304,3034,3184.25789,5:38:49,KOM 930E,11/8/2022 8:00,11/8/2022 13:17,11/8/2022 13:38,0
2.21E+18,221108001,05:55:04CDH41,2.21E+18,CDH41,264,Camion,20264,1040,21304,2809,3150,3338.608899,5:55:04,KOM 930E,11/8/2022 8:00,11/8/2022 13:37,11/8/2022 13:55,1.1
2.21E+18,221108001,06:45:56CDH108,2.21E+18,CDH108,264,Camion,23215,1141,24356,2746,3524,3172.368335,6:45:56,KOM 930E,11/8/2022 8:00,11/8/2022 14:26,11/8/2022 14:45,0
2.21E+18,221108001,06:52:47CDH93,2.21E+18,CDH93,264,Camion,24767,0,24767,2743,3041,3465.128031,6:52:47,KOM 930E,11/8/2022 8:00,11/8/2022 14:52,11/8/2022 14:52,0
2.21E+18,221108001,07:25:25CDH39,2.21E+18,CDH39,264,Camion,25568,1157,26725,2583,3470,3384.58934,7:25:25,KOM 930E,11/8/2022 8:00,11/8/2022 15:06,11/8/2022 15:25,0
2.21E+18,221108001,08:10:43CDH42,2.21E+18,CDH42,264,Camion,28151,1292,29443,2742,3155,3374.203174,8:10:43,KOM 930E,11/8/2022 8:00,11/8/2022 15:49,11/8/2022 16:10,0
2.21E+18,221108001,08:02:11CDH50,2.21E+18,CDH50,264,Camion,28931,0,28931,2256,3239,3265.255895,8:02:11,KOM 930E,11/8/2022 8:00,11/8/2022 16:02,11/8/2022 16:02,0
2.21E+18,221108001,08:33:57CDH76,2.21E+18,CDH76,264,Camion,29573,1264,30837,3138,3293,3371.048412,8:33:57,KOM 930E,11/8/2022 8:00,11/8/2022 16:12,11/8/2022 16:33,0
2.21E+18,221108001,08:49:15CDH40,2.21E+18,CDH40,264,Camion,30415,1340,31755,5992,3466,3347.572737,8:49:15,KOM 930E,11/8/2022 8:00,11/8/2022 16:26,11/8/2022 16:49,0
2.21E+18,221108001,08:26:41CDH62,2.21E+18,CDH62,264,Camion,30393,8,30401,5182,3181,3326.38869,8:26:41,KOM 930E,11/8/2022 8:00,11/8/2022 16:26,11/8/2022 16:26,0
2.21E+18,221108001,08:59:45CDH91,2.21E+18,CDH91,264,Camion,31435,950,32385,2777,3211,3431.238512,8:59:45,KOM 930E,11/8/2022 8:00,11/8/2022 16:43,11/8/2022 16:59,5.3
2.21E+18,221108001,09:07:00CDH78,2.21E+18,CDH78,264,Camion,32820,0,32820,6578,2972,3407.519614,9:07:00,KOM 930E,11/8/2022 8:00,11/8/2022 17:07,11/8/2022 17:07,0
2.21E+18,221108001,09:31:47CDH61,2.21E+18,CDH61,264,Camion,34109,198,34307,5762,3258,3409.134651,9:31:47,KOM 930E,11/8/2022 8:00,11/8/2022 17:28,11/8/2022 17:31,0
2.21E+18,221108001,09:50:03CDH90,2.21E+18,CDH90,264,Camion,35403,0,35403,2787,3347,3376.14535,9:50:03,KOM 930E,11/8/2022 8:00,11/8/2022 17:50,11/8/2022 17:50,0
2.21E+18,221108001,10:35:34CDH52,2.21E+18,CDH52,264,Camion,36882,1252,38134,3034,3193,3202.543287,10:35:34,KOM 930E,11/8/2022 8:00,11/8/2022 18:14,11/8/2022 18:35,0
2.21E+18,221108001,10:44:26CDH43,2.21E+18,CDH43,264,Camion,38666,0,38666,2996,3231,3411.019658,10:44:26,KOM 930E,11/8/2022 8:00,11/8/2022 18:44,11/8/2022 18:44,0
2.21E+18,221108001,11:27:33CDH74,2.21E+18,CDH74,264,Camion,40382,871,41253,2725,3150,3392.622471,11:27:33,KOM 930E,11/8/2022 8:00,11/8/2022 19:13,11/8/2022 19:27,0
2.21E+18,221108001,11:43:16CDH73,2.21E+18,CDH73,264,Camion,40759,1437,42196,2960,3108,3395.234684,11:43:16,KOM 930E,11/8/2022 8:00,11/8/2022 19:19,11/8/2022 19:43,0
2.21E+18,221108002,00:43:41CDH86,2.21E+18,CDH86,264,Camion,1623,998,2621,2894,3126,3381.8743,0:43:41,KOM 930E,11/8/2022 20:00,11/8/2022 20:27,11/8/2022 20:43,0
2.21E+18,221108002,00:34:15CDH88,2.21E+18,CDH88,264,Camion,2055,0,2055,2975,3262,3427.260619,0:34:15,KOM 930E,11/8/2022 20:00,11/8/2022 20:34,11/8/2022 20:34,0
2.21E+18,221108002,00:56:45CDH83,2.21E+18,CDH83,264,Camion,3405,0,3405,3605,3275,3404.883968,0:56:45,KOM 930E,11/8/2022 20:00,11/8/2022 20:56,11/8/2022 20:56,0
2.21E+18,221108002,01:09:24CDH54,2.21E+18,CDH54,264,Camion,4151,13,4164,2725,3118,3435.705737,1:09:24,KOM 930E,11/8/2022 20:00,11/8/2022 21:09,11/8/2022 21:09,0
2.21E+18,221108002,01:17:08CDH68,2.21E+18,CDH68,264,Camion,4628,0,4628,2624,3122,3368.495835,1:17:08,KOM 930E,11/8/2022 20:00,11/8/2022 21:17,11/8/2022 21:17,0
2.21E+18,221108002,02:12:27CDH87,2.21E+18,CDH87,264,Camion,6949,998,7947,3348,3358,3322.943596,2:12:27,KOM 930E,11/8/2022 20:00,11/8/2022 21:55,11/8/2022 22:12,0
2.21E+18,221108002,02:41:19CDH94,2.21E+18,CDH94,264,Camion,7578,2101,9679,2750,3315,3379.88135,2:41:19,KOM 930E,11/8/2022 20:00,11/8/2022 22:06,11/8/2022 22:41,0
2.21E+18,221108002,02:20:56CDH67,2.21E+18,CDH67,264,Camion,8423,33,8456,2945,3580,3355.255754,2:20:56,KOM 930E,11/8/2022 20:00,11/8/2022 22:20,11/8/2022 22:20,0
